span1,span2,sentence,answer
double contrabass flute,piccolo trombone,The sound of double contrabass flute is [MASK] than the sound of piccolo trombone,lower
double contrabass flute,french horn,The sound of double contrabass flute is [MASK] than the sound of french horn,lower
double contrabass flute,baritone horn,The sound of double contrabass flute is [MASK] than the sound of baritone horn,lower
double contrabass flute,alto horn,The sound of double contrabass flute is [MASK] than the sound of alto horn,lower
double contrabass flute,flugelhorn,The sound of double contrabass flute is [MASK] than the sound of flugelhorn,lower
double contrabass flute,tenor wagner tuba,The sound of double contrabass flute is [MASK] than the sound of tenor wagner tuba,lower
double contrabass flute,bass trumpet,The sound of double contrabass flute is [MASK] than the sound of bass trumpet,lower
double contrabass flute,cornet,The sound of double contrabass flute is [MASK] than the sound of cornet,lower
double contrabass flute,trumpet,The sound of double contrabass flute is [MASK] than the sound of trumpet,lower
double contrabass flute,piccolo trumpet,The sound of double contrabass flute is [MASK] than the sound of piccolo trumpet,lower
double contrabass flute,timpani 32inch,The sound of double contrabass flute is [MASK] than the sound of timpani 32inch,higher
double contrabass flute,timpani 29inch,The sound of double contrabass flute is [MASK] than the sound of timpani 29inch,higher
double contrabass flute,timpani 20inch,The sound of double contrabass flute is [MASK] than the sound of timpani 20inch,lower
double contrabass flute,marimba,The sound of double contrabass flute is [MASK] than the sound of marimba,lower
double contrabass flute,xylophone,The sound of double contrabass flute is [MASK] than the sound of xylophone,lower
double contrabass flute,celesta,The sound of double contrabass flute is [MASK] than the sound of celesta,lower
double contrabass flute,vibraphone,The sound of double contrabass flute is [MASK] than the sound of vibraphone,lower
double contrabass flute,glockenspiel,The sound of double contrabass flute is [MASK] than the sound of glockenspiel,lower
double contrabass flute,crotales,The sound of double contrabass flute is [MASK] than the sound of crotales,lower
double contrabass flute,tubular bells,The sound of double contrabass flute is [MASK] than the sound of tubular bells,lower
double contrabass flute,gong,The sound of double contrabass flute is [MASK] than the sound of gong,lower
subcontrabass flute,contra-alto flute,The sound of subcontrabass flute is [MASK] than the sound of contra-alto flute,lower
subcontrabass flute,bass flute,The sound of subcontrabass flute is [MASK] than the sound of bass flute,lower
subcontrabass flute,alto flute,The sound of subcontrabass flute is [MASK] than the sound of alto flute,lower
subcontrabass flute,flute,The sound of subcontrabass flute is [MASK] than the sound of flute,lower
subcontrabass flute,piccolo,The sound of subcontrabass flute is [MASK] than the sound of piccolo,lower
subcontrabass flute,great bass recorder,The sound of subcontrabass flute is [MASK] than the sound of great bass recorder,lower
subcontrabass flute,bass recorder,The sound of subcontrabass flute is [MASK] than the sound of bass recorder,lower
subcontrabass flute,tenor recorder,The sound of subcontrabass flute is [MASK] than the sound of tenor recorder,lower
subcontrabass flute,alto recorder,The sound of subcontrabass flute is [MASK] than the sound of alto recorder,lower
subcontrabass flute,soprano recorder,The sound of subcontrabass flute is [MASK] than the sound of soprano recorder,lower
subcontrabass flute,sopranino recorder,The sound of subcontrabass flute is [MASK] than the sound of sopranino recorder,lower
subcontrabass flute,garklein recorder,The sound of subcontrabass flute is [MASK] than the sound of garklein recorder,lower
subcontrabass flute,subcontrabass tuba,The sound of subcontrabass flute is [MASK] than the sound of subcontrabass tuba,higher
subcontrabass flute,euphonium,The sound of subcontrabass flute is [MASK] than the sound of euphonium,lower
subcontrabass flute,tenor trombone,The sound of subcontrabass flute is [MASK] than the sound of tenor trombone,lower
subcontrabass flute,alto trombone,The sound of subcontrabass flute is [MASK] than the sound of alto trombone,lower
subcontrabass flute,soprano trombone,The sound of subcontrabass flute is [MASK] than the sound of soprano trombone,lower
subcontrabass flute,sopranino trombone,The sound of subcontrabass flute is [MASK] than the sound of sopranino trombone,lower
subcontrabass flute,piccolo trombone,The sound of subcontrabass flute is [MASK] than the sound of piccolo trombone,lower
subcontrabass flute,french horn,The sound of subcontrabass flute is [MASK] than the sound of french horn,lower
subcontrabass flute,baritone horn,The sound of subcontrabass flute is [MASK] than the sound of baritone horn,lower
subcontrabass flute,alto horn,The sound of subcontrabass flute is [MASK] than the sound of alto horn,lower
subcontrabass flute,flugelhorn,The sound of subcontrabass flute is [MASK] than the sound of flugelhorn,lower
subcontrabass flute,tenor wagner tuba,The sound of subcontrabass flute is [MASK] than the sound of tenor wagner tuba,lower
subcontrabass flute,bass trumpet,The sound of subcontrabass flute is [MASK] than the sound of bass trumpet,lower
subcontrabass flute,cornet,The sound of subcontrabass flute is [MASK] than the sound of cornet,lower
subcontrabass flute,trumpet,The sound of subcontrabass flute is [MASK] than the sound of trumpet,lower
subcontrabass flute,piccolo trumpet,The sound of subcontrabass flute is [MASK] than the sound of piccolo trumpet,lower
subcontrabass flute,timpani 32inch,The sound of subcontrabass flute is [MASK] than the sound of timpani 32inch,higher
subcontrabass flute,timpani 29inch,The sound of subcontrabass flute is [MASK] than the sound of timpani 29inch,higher
subcontrabass flute,timpani 26inch,The sound of subcontrabass flute is [MASK] than the sound of timpani 26inch,higher
subcontrabass flute,marimba,The sound of subcontrabass flute is [MASK] than the sound of marimba,lower
subcontrabass flute,xylophone,The sound of subcontrabass flute is [MASK] than the sound of xylophone,lower
subcontrabass flute,celesta,The sound of subcontrabass flute is [MASK] than the sound of celesta,lower
subcontrabass flute,vibraphone,The sound of subcontrabass flute is [MASK] than the sound of vibraphone,lower
subcontrabass flute,glockenspiel,The sound of subcontrabass flute is [MASK] than the sound of glockenspiel,lower
subcontrabass flute,crotales,The sound of subcontrabass flute is [MASK] than the sound of crotales,lower
subcontrabass flute,tubular bells,The sound of subcontrabass flute is [MASK] than the sound of tubular bells,lower
subcontrabass flute,gong,The sound of subcontrabass flute is [MASK] than the sound of gong,lower
contrabass flute,bass flute,The sound of contrabass flute is [MASK] than the sound of bass flute,lower
contrabass flute,alto flute,The sound of contrabass flute is [MASK] than the sound of alto flute,lower
contrabass flute,flute,The sound of contrabass flute is [MASK] than the sound of flute,lower
contrabass flute,piccolo,The sound of contrabass flute is [MASK] than the sound of piccolo,lower
contrabass flute,sub-contrabass recorder,The sound of contrabass flute is [MASK] than the sound of sub-contrabass recorder,higher
contrabass flute,bass recorder,The sound of contrabass flute is [MASK] than the sound of bass recorder,lower
contrabass flute,tenor recorder,The sound of contrabass flute is [MASK] than the sound of tenor recorder,lower
contrabass flute,alto recorder,The sound of contrabass flute is [MASK] than the sound of alto recorder,lower
contrabass flute,soprano recorder,The sound of contrabass flute is [MASK] than the sound of soprano recorder,lower
contrabass flute,sopranino recorder,The sound of contrabass flute is [MASK] than the sound of sopranino recorder,lower
contrabass flute,garklein recorder,The sound of contrabass flute is [MASK] than the sound of garklein recorder,lower
contrabass flute,subcontrabass tuba,The sound of contrabass flute is [MASK] than the sound of subcontrabass tuba,higher
contrabass flute,contrabass trombone,The sound of contrabass flute is [MASK] than the sound of contrabass trombone,higher
contrabass flute,alto trombone,The sound of contrabass flute is [MASK] than the sound of alto trombone,lower
contrabass flute,soprano trombone,The sound of contrabass flute is [MASK] than the sound of soprano trombone,lower
contrabass flute,sopranino trombone,The sound of contrabass flute is [MASK] than the sound of sopranino trombone,lower
contrabass flute,piccolo trombone,The sound of contrabass flute is [MASK] than the sound of piccolo trombone,lower
contrabass flute,alto horn,The sound of contrabass flute is [MASK] than the sound of alto horn,lower
contrabass flute,flugelhorn,The sound of contrabass flute is [MASK] than the sound of flugelhorn,lower
contrabass flute,cornet,The sound of contrabass flute is [MASK] than the sound of cornet,lower
contrabass flute,trumpet,The sound of contrabass flute is [MASK] than the sound of trumpet,lower
contrabass flute,piccolo trumpet,The sound of contrabass flute is [MASK] than the sound of piccolo trumpet,lower
contrabass flute,timpani 32inch,The sound of contrabass flute is [MASK] than the sound of timpani 32inch,higher
contrabass flute,timpani 29inch,The sound of contrabass flute is [MASK] than the sound of timpani 29inch,higher
contrabass flute,timpani 26inch,The sound of contrabass flute is [MASK] than the sound of timpani 26inch,higher
contrabass flute,timpani 23inch,The sound of contrabass flute is [MASK] than the sound of timpani 23inch,higher
contrabass flute,marimba,The sound of contrabass flute is [MASK] than the sound of marimba,lower
contrabass flute,xylophone,The sound of contrabass flute is [MASK] than the sound of xylophone,lower
contrabass flute,celesta,The sound of contrabass flute is [MASK] than the sound of celesta,lower
contrabass flute,vibraphone,The sound of contrabass flute is [MASK] than the sound of vibraphone,lower
contrabass flute,glockenspiel,The sound of contrabass flute is [MASK] than the sound of glockenspiel,lower
contrabass flute,crotales,The sound of contrabass flute is [MASK] than the sound of crotales,lower
contra-alto flute,alto flute,The sound of contra-alto flute is [MASK] than the sound of alto flute,lower
contra-alto flute,flute,The sound of contra-alto flute is [MASK] than the sound of flute,lower
contra-alto flute,piccolo,The sound of contra-alto flute is [MASK] than the sound of piccolo,lower
contra-alto flute,sub-contrabass recorder,The sound of contra-alto flute is [MASK] than the sound of sub-contrabass recorder,higher
contra-alto flute,sub-great bass recorder,The sound of contra-alto flute is [MASK] than the sound of sub-great bass recorder,higher
contra-alto flute,tenor recorder,The sound of contra-alto flute is [MASK] than the sound of tenor recorder,lower
contra-alto flute,alto recorder,The sound of contra-alto flute is [MASK] than the sound of alto recorder,lower
contra-alto flute,soprano recorder,The sound of contra-alto flute is [MASK] than the sound of soprano recorder,lower
contra-alto flute,sopranino recorder,The sound of contra-alto flute is [MASK] than the sound of sopranino recorder,lower
contra-alto flute,garklein recorder,The sound of contra-alto flute is [MASK] than the sound of garklein recorder,lower
contra-alto flute,subcontrabass tuba,The sound of contra-alto flute is [MASK] than the sound of subcontrabass tuba,higher
contra-alto flute,contrabass tuba,The sound of contra-alto flute is [MASK] than the sound of contrabass tuba,higher
contra-alto flute,contrabass trombone,The sound of contra-alto flute is [MASK] than the sound of contrabass trombone,higher
contra-alto flute,soprano trombone,The sound of contra-alto flute is [MASK] than the sound of soprano trombone,lower
contra-alto flute,sopranino trombone,The sound of contra-alto flute is [MASK] than the sound of sopranino trombone,lower
contra-alto flute,piccolo trombone,The sound of contra-alto flute is [MASK] than the sound of piccolo trombone,lower
contra-alto flute,cimbasso,The sound of contra-alto flute is [MASK] than the sound of cimbasso,higher
contra-alto flute,flugelhorn,The sound of contra-alto flute is [MASK] than the sound of flugelhorn,lower
contra-alto flute,piccolo trumpet,The sound of contra-alto flute is [MASK] than the sound of piccolo trumpet,lower
contra-alto flute,timpani 32inch,The sound of contra-alto flute is [MASK] than the sound of timpani 32inch,higher
contra-alto flute,timpani 29inch,The sound of contra-alto flute is [MASK] than the sound of timpani 29inch,higher
contra-alto flute,timpani 26inch,The sound of contra-alto flute is [MASK] than the sound of timpani 26inch,higher
contra-alto flute,timpani 23inch,The sound of contra-alto flute is [MASK] than the sound of timpani 23inch,higher
contra-alto flute,timpani 20inch,The sound of contra-alto flute is [MASK] than the sound of timpani 20inch,higher
contra-alto flute,marimba,The sound of contra-alto flute is [MASK] than the sound of marimba,lower
contra-alto flute,xylophone,The sound of contra-alto flute is [MASK] than the sound of xylophone,lower
contra-alto flute,celesta,The sound of contra-alto flute is [MASK] than the sound of celesta,lower
contra-alto flute,glockenspiel,The sound of contra-alto flute is [MASK] than the sound of glockenspiel,lower
contra-alto flute,crotales,The sound of contra-alto flute is [MASK] than the sound of crotales,lower
bass flute,flute,The sound of bass flute is [MASK] than the sound of flute,lower
bass flute,piccolo,The sound of bass flute is [MASK] than the sound of piccolo,lower
bass flute,sub-contrabass recorder,The sound of bass flute is [MASK] than the sound of sub-contrabass recorder,higher
bass flute,sub-great bass recorder,The sound of bass flute is [MASK] than the sound of sub-great bass recorder,higher
bass flute,contrabass recorder,The sound of bass flute is [MASK] than the sound of contrabass recorder,higher
bass flute,alto recorder,The sound of bass flute is [MASK] than the sound of alto recorder,lower
bass flute,soprano recorder,The sound of bass flute is [MASK] than the sound of soprano recorder,lower
bass flute,sopranino recorder,The sound of bass flute is [MASK] than the sound of sopranino recorder,lower
bass flute,garklein recorder,The sound of bass flute is [MASK] than the sound of garklein recorder,lower
bass flute,subcontrabass tuba,The sound of bass flute is [MASK] than the sound of subcontrabass tuba,higher
bass flute,contrabass tuba,The sound of bass flute is [MASK] than the sound of contrabass tuba,higher
bass flute,bass tuba,The sound of bass flute is [MASK] than the sound of bass tuba,higher
bass flute,contrabass trombone,The sound of bass flute is [MASK] than the sound of contrabass trombone,higher
bass flute,bass trombone,The sound of bass flute is [MASK] than the sound of bass trombone,higher
bass flute,sopranino trombone,The sound of bass flute is [MASK] than the sound of sopranino trombone,lower
bass flute,piccolo trombone,The sound of bass flute is [MASK] than the sound of piccolo trombone,lower
bass flute,cimbasso,The sound of bass flute is [MASK] than the sound of cimbasso,higher
bass flute,bass wagner tuba,The sound of bass flute is [MASK] than the sound of bass wagner tuba,higher
bass flute,piccolo trumpet,The sound of bass flute is [MASK] than the sound of piccolo trumpet,lower
bass flute,timpani 32inch,The sound of bass flute is [MASK] than the sound of timpani 32inch,higher
bass flute,timpani 29inch,The sound of bass flute is [MASK] than the sound of timpani 29inch,higher
bass flute,timpani 26inch,The sound of bass flute is [MASK] than the sound of timpani 26inch,higher
bass flute,timpani 23inch,The sound of bass flute is [MASK] than the sound of timpani 23inch,higher
bass flute,timpani 20inch,The sound of bass flute is [MASK] than the sound of timpani 20inch,higher
bass flute,xylophone,The sound of bass flute is [MASK] than the sound of xylophone,lower
bass flute,celesta,The sound of bass flute is [MASK] than the sound of celesta,lower
bass flute,glockenspiel,The sound of bass flute is [MASK] than the sound of glockenspiel,lower
bass flute,crotales,The sound of bass flute is [MASK] than the sound of crotales,lower
alto flute,piccolo,The sound of alto flute is [MASK] than the sound of piccolo,lower
alto flute,sub-contrabass recorder,The sound of alto flute is [MASK] than the sound of sub-contrabass recorder,higher
alto flute,sub-great bass recorder,The sound of alto flute is [MASK] than the sound of sub-great bass recorder,higher
alto flute,contrabass recorder,The sound of alto flute is [MASK] than the sound of contrabass recorder,higher
alto flute,soprano recorder,The sound of alto flute is [MASK] than the sound of soprano recorder,lower
alto flute,sopranino recorder,The sound of alto flute is [MASK] than the sound of sopranino recorder,lower
alto flute,garklein recorder,The sound of alto flute is [MASK] than the sound of garklein recorder,lower
alto flute,subcontrabass tuba,The sound of alto flute is [MASK] than the sound of subcontrabass tuba,higher
alto flute,contrabass tuba,The sound of alto flute is [MASK] than the sound of contrabass tuba,higher
alto flute,bass tuba,The sound of alto flute is [MASK] than the sound of bass tuba,higher
alto flute,euphonium,The sound of alto flute is [MASK] than the sound of euphonium,higher
alto flute,contrabass trombone,The sound of alto flute is [MASK] than the sound of contrabass trombone,higher
alto flute,bass trombone,The sound of alto flute is [MASK] than the sound of bass trombone,higher
alto flute,tenor trombone,The sound of alto flute is [MASK] than the sound of tenor trombone,higher
alto flute,piccolo trombone,The sound of alto flute is [MASK] than the sound of piccolo trombone,lower
alto flute,cimbasso,The sound of alto flute is [MASK] than the sound of cimbasso,higher
alto flute,french horn,The sound of alto flute is [MASK] than the sound of french horn,higher
alto flute,baritone horn,The sound of alto flute is [MASK] than the sound of baritone horn,higher
alto flute,bass wagner tuba,The sound of alto flute is [MASK] than the sound of bass wagner tuba,higher
alto flute,tenor wagner tuba,The sound of alto flute is [MASK] than the sound of tenor wagner tuba,higher
alto flute,bass trumpet,The sound of alto flute is [MASK] than the sound of bass trumpet,higher
alto flute,piccolo trumpet,The sound of alto flute is [MASK] than the sound of piccolo trumpet,lower
alto flute,timpani 32inch,The sound of alto flute is [MASK] than the sound of timpani 32inch,higher
alto flute,timpani 29inch,The sound of alto flute is [MASK] than the sound of timpani 29inch,higher
alto flute,timpani 26inch,The sound of alto flute is [MASK] than the sound of timpani 26inch,higher
alto flute,timpani 23inch,The sound of alto flute is [MASK] than the sound of timpani 23inch,higher
alto flute,timpani 20inch,The sound of alto flute is [MASK] than the sound of timpani 20inch,higher
alto flute,xylophone,The sound of alto flute is [MASK] than the sound of xylophone,lower
alto flute,celesta,The sound of alto flute is [MASK] than the sound of celesta,lower
alto flute,glockenspiel,The sound of alto flute is [MASK] than the sound of glockenspiel,lower
alto flute,crotales,The sound of alto flute is [MASK] than the sound of crotales,lower
alto flute,tubular bells,The sound of alto flute is [MASK] than the sound of tubular bells,higher
alto flute,gong,The sound of alto flute is [MASK] than the sound of gong,higher
flute,piccolo,The sound of flute is [MASK] than the sound of piccolo,lower
flute,sub-contrabass recorder,The sound of flute is [MASK] than the sound of sub-contrabass recorder,higher
flute,sub-great bass recorder,The sound of flute is [MASK] than the sound of sub-great bass recorder,higher
flute,contrabass recorder,The sound of flute is [MASK] than the sound of contrabass recorder,higher
flute,great bass recorder,The sound of flute is [MASK] than the sound of great bass recorder,higher
flute,bass recorder,The sound of flute is [MASK] than the sound of bass recorder,higher
flute,sopranino recorder,The sound of flute is [MASK] than the sound of sopranino recorder,lower
flute,garklein recorder,The sound of flute is [MASK] than the sound of garklein recorder,lower
flute,subcontrabass tuba,The sound of flute is [MASK] than the sound of subcontrabass tuba,higher
flute,contrabass tuba,The sound of flute is [MASK] than the sound of contrabass tuba,higher
flute,bass tuba,The sound of flute is [MASK] than the sound of bass tuba,higher
flute,euphonium,The sound of flute is [MASK] than the sound of euphonium,higher
flute,contrabass trombone,The sound of flute is [MASK] than the sound of contrabass trombone,higher
flute,bass trombone,The sound of flute is [MASK] than the sound of bass trombone,higher
flute,tenor trombone,The sound of flute is [MASK] than the sound of tenor trombone,higher
flute,alto trombone,The sound of flute is [MASK] than the sound of alto trombone,higher
flute,cimbasso,The sound of flute is [MASK] than the sound of cimbasso,higher
flute,french horn,The sound of flute is [MASK] than the sound of french horn,higher
flute,baritone horn,The sound of flute is [MASK] than the sound of baritone horn,higher
flute,alto horn,The sound of flute is [MASK] than the sound of alto horn,higher
flute,bass wagner tuba,The sound of flute is [MASK] than the sound of bass wagner tuba,higher
flute,tenor wagner tuba,The sound of flute is [MASK] than the sound of tenor wagner tuba,higher
flute,bass trumpet,The sound of flute is [MASK] than the sound of bass trumpet,higher
flute,timpani 32inch,The sound of flute is [MASK] than the sound of timpani 32inch,higher
flute,timpani 29inch,The sound of flute is [MASK] than the sound of timpani 29inch,higher
flute,timpani 26inch,The sound of flute is [MASK] than the sound of timpani 26inch,higher
flute,timpani 23inch,The sound of flute is [MASK] than the sound of timpani 23inch,higher
flute,timpani 20inch,The sound of flute is [MASK] than the sound of timpani 20inch,higher
flute,xylophone,The sound of flute is [MASK] than the sound of xylophone,lower
flute,celesta,The sound of flute is [MASK] than the sound of celesta,lower
flute,glockenspiel,The sound of flute is [MASK] than the sound of glockenspiel,lower
flute,crotales,The sound of flute is [MASK] than the sound of crotales,lower
flute,tubular bells,The sound of flute is [MASK] than the sound of tubular bells,higher
flute,gong,The sound of flute is [MASK] than the sound of gong,higher
piccolo,sub-contrabass recorder,The sound of piccolo is [MASK] than the sound of sub-contrabass recorder,higher
piccolo,sub-great bass recorder,The sound of piccolo is [MASK] than the sound of sub-great bass recorder,higher
piccolo,contrabass recorder,The sound of piccolo is [MASK] than the sound of contrabass recorder,higher
piccolo,great bass recorder,The sound of piccolo is [MASK] than the sound of great bass recorder,higher
piccolo,bass recorder,The sound of piccolo is [MASK] than the sound of bass recorder,higher
piccolo,tenor recorder,The sound of piccolo is [MASK] than the sound of tenor recorder,higher
piccolo,alto recorder,The sound of piccolo is [MASK] than the sound of alto recorder,higher
piccolo,subcontrabass tuba,The sound of piccolo is [MASK] than the sound of subcontrabass tuba,higher
piccolo,contrabass tuba,The sound of piccolo is [MASK] than the sound of contrabass tuba,higher
piccolo,bass tuba,The sound of piccolo is [MASK] than the sound of bass tuba,higher
piccolo,euphonium,The sound of piccolo is [MASK] than the sound of euphonium,higher
piccolo,contrabass trombone,The sound of piccolo is [MASK] than the sound of contrabass trombone,higher
piccolo,bass trombone,The sound of piccolo is [MASK] than the sound of bass trombone,higher
piccolo,tenor trombone,The sound of piccolo is [MASK] than the sound of tenor trombone,higher
piccolo,alto trombone,The sound of piccolo is [MASK] than the sound of alto trombone,higher
piccolo,soprano trombone,The sound of piccolo is [MASK] than the sound of soprano trombone,higher
piccolo,sopranino trombone,The sound of piccolo is [MASK] than the sound of sopranino trombone,higher
piccolo,cimbasso,The sound of piccolo is [MASK] than the sound of cimbasso,higher
piccolo,french horn,The sound of piccolo is [MASK] than the sound of french horn,higher
piccolo,baritone horn,The sound of piccolo is [MASK] than the sound of baritone horn,higher
piccolo,alto horn,The sound of piccolo is [MASK] than the sound of alto horn,higher
piccolo,flugelhorn,The sound of piccolo is [MASK] than the sound of flugelhorn,higher
piccolo,bass wagner tuba,The sound of piccolo is [MASK] than the sound of bass wagner tuba,higher
piccolo,tenor wagner tuba,The sound of piccolo is [MASK] than the sound of tenor wagner tuba,higher
piccolo,bass trumpet,The sound of piccolo is [MASK] than the sound of bass trumpet,higher
piccolo,cornet,The sound of piccolo is [MASK] than the sound of cornet,higher
piccolo,trumpet,The sound of piccolo is [MASK] than the sound of trumpet,higher
piccolo,timpani 32inch,The sound of piccolo is [MASK] than the sound of timpani 32inch,higher
piccolo,timpani 29inch,The sound of piccolo is [MASK] than the sound of timpani 29inch,higher
piccolo,timpani 26inch,The sound of piccolo is [MASK] than the sound of timpani 26inch,higher
piccolo,timpani 23inch,The sound of piccolo is [MASK] than the sound of timpani 23inch,higher
piccolo,timpani 20inch,The sound of piccolo is [MASK] than the sound of timpani 20inch,higher
piccolo,marimba,The sound of piccolo is [MASK] than the sound of marimba,higher
piccolo,vibraphone,The sound of piccolo is [MASK] than the sound of vibraphone,higher
piccolo,tubular bells,The sound of piccolo is [MASK] than the sound of tubular bells,higher
piccolo,gong,The sound of piccolo is [MASK] than the sound of gong,higher
sub-contrabass recorder,contrabass recorder,The sound of sub-contrabass recorder is [MASK] than the sound of contrabass recorder,lower
sub-contrabass recorder,great bass recorder,The sound of sub-contrabass recorder is [MASK] than the sound of great bass recorder,lower
sub-contrabass recorder,bass recorder,The sound of sub-contrabass recorder is [MASK] than the sound of bass recorder,lower
sub-contrabass recorder,tenor recorder,The sound of sub-contrabass recorder is [MASK] than the sound of tenor recorder,lower
sub-contrabass recorder,alto recorder,The sound of sub-contrabass recorder is [MASK] than the sound of alto recorder,lower
sub-contrabass recorder,soprano recorder,The sound of sub-contrabass recorder is [MASK] than the sound of soprano recorder,lower
sub-contrabass recorder,sopranino recorder,The sound of sub-contrabass recorder is [MASK] than the sound of sopranino recorder,lower
sub-contrabass recorder,garklein recorder,The sound of sub-contrabass recorder is [MASK] than the sound of garklein recorder,lower
sub-contrabass recorder,subcontrabass tuba,The sound of sub-contrabass recorder is [MASK] than the sound of subcontrabass tuba,higher
sub-contrabass recorder,euphonium,The sound of sub-contrabass recorder is [MASK] than the sound of euphonium,lower
sub-contrabass recorder,tenor trombone,The sound of sub-contrabass recorder is [MASK] than the sound of tenor trombone,lower
sub-contrabass recorder,alto trombone,The sound of sub-contrabass recorder is [MASK] than the sound of alto trombone,lower
sub-contrabass recorder,soprano trombone,The sound of sub-contrabass recorder is [MASK] than the sound of soprano trombone,lower
sub-contrabass recorder,sopranino trombone,The sound of sub-contrabass recorder is [MASK] than the sound of sopranino trombone,lower
sub-contrabass recorder,piccolo trombone,The sound of sub-contrabass recorder is [MASK] than the sound of piccolo trombone,lower
sub-contrabass recorder,french horn,The sound of sub-contrabass recorder is [MASK] than the sound of french horn,lower
sub-contrabass recorder,baritone horn,The sound of sub-contrabass recorder is [MASK] than the sound of baritone horn,lower
sub-contrabass recorder,alto horn,The sound of sub-contrabass recorder is [MASK] than the sound of alto horn,lower
sub-contrabass recorder,flugelhorn,The sound of sub-contrabass recorder is [MASK] than the sound of flugelhorn,lower
sub-contrabass recorder,bass wagner tuba,The sound of sub-contrabass recorder is [MASK] than the sound of bass wagner tuba,lower
sub-contrabass recorder,tenor wagner tuba,The sound of sub-contrabass recorder is [MASK] than the sound of tenor wagner tuba,lower
sub-contrabass recorder,bass trumpet,The sound of sub-contrabass recorder is [MASK] than the sound of bass trumpet,lower
sub-contrabass recorder,cornet,The sound of sub-contrabass recorder is [MASK] than the sound of cornet,lower
sub-contrabass recorder,trumpet,The sound of sub-contrabass recorder is [MASK] than the sound of trumpet,lower
sub-contrabass recorder,piccolo trumpet,The sound of sub-contrabass recorder is [MASK] than the sound of piccolo trumpet,lower
sub-contrabass recorder,timpani 32inch,The sound of sub-contrabass recorder is [MASK] than the sound of timpani 32inch,higher
sub-contrabass recorder,timpani 29inch,The sound of sub-contrabass recorder is [MASK] than the sound of timpani 29inch,higher
sub-contrabass recorder,timpani 20inch,The sound of sub-contrabass recorder is [MASK] than the sound of timpani 20inch,lower
sub-contrabass recorder,marimba,The sound of sub-contrabass recorder is [MASK] than the sound of marimba,lower
sub-contrabass recorder,xylophone,The sound of sub-contrabass recorder is [MASK] than the sound of xylophone,lower
sub-contrabass recorder,celesta,The sound of sub-contrabass recorder is [MASK] than the sound of celesta,lower
sub-contrabass recorder,vibraphone,The sound of sub-contrabass recorder is [MASK] than the sound of vibraphone,lower
sub-contrabass recorder,glockenspiel,The sound of sub-contrabass recorder is [MASK] than the sound of glockenspiel,lower
sub-contrabass recorder,crotales,The sound of sub-contrabass recorder is [MASK] than the sound of crotales,lower
sub-contrabass recorder,tubular bells,The sound of sub-contrabass recorder is [MASK] than the sound of tubular bells,lower
sub-contrabass recorder,gong,The sound of sub-contrabass recorder is [MASK] than the sound of gong,lower
sub-great bass recorder,great bass recorder,The sound of sub-great bass recorder is [MASK] than the sound of great bass recorder,lower
sub-great bass recorder,bass recorder,The sound of sub-great bass recorder is [MASK] than the sound of bass recorder,lower
sub-great bass recorder,tenor recorder,The sound of sub-great bass recorder is [MASK] than the sound of tenor recorder,lower
sub-great bass recorder,alto recorder,The sound of sub-great bass recorder is [MASK] than the sound of alto recorder,lower
sub-great bass recorder,soprano recorder,The sound of sub-great bass recorder is [MASK] than the sound of soprano recorder,lower
sub-great bass recorder,sopranino recorder,The sound of sub-great bass recorder is [MASK] than the sound of sopranino recorder,lower
sub-great bass recorder,garklein recorder,The sound of sub-great bass recorder is [MASK] than the sound of garklein recorder,lower
sub-great bass recorder,subcontrabass tuba,The sound of sub-great bass recorder is [MASK] than the sound of subcontrabass tuba,higher
sub-great bass recorder,euphonium,The sound of sub-great bass recorder is [MASK] than the sound of euphonium,lower
sub-great bass recorder,alto trombone,The sound of sub-great bass recorder is [MASK] than the sound of alto trombone,lower
sub-great bass recorder,soprano trombone,The sound of sub-great bass recorder is [MASK] than the sound of soprano trombone,lower
sub-great bass recorder,sopranino trombone,The sound of sub-great bass recorder is [MASK] than the sound of sopranino trombone,lower
sub-great bass recorder,piccolo trombone,The sound of sub-great bass recorder is [MASK] than the sound of piccolo trombone,lower
sub-great bass recorder,baritone horn,The sound of sub-great bass recorder is [MASK] than the sound of baritone horn,lower
sub-great bass recorder,alto horn,The sound of sub-great bass recorder is [MASK] than the sound of alto horn,lower
sub-great bass recorder,flugelhorn,The sound of sub-great bass recorder is [MASK] than the sound of flugelhorn,lower
sub-great bass recorder,tenor wagner tuba,The sound of sub-great bass recorder is [MASK] than the sound of tenor wagner tuba,lower
sub-great bass recorder,bass trumpet,The sound of sub-great bass recorder is [MASK] than the sound of bass trumpet,lower
sub-great bass recorder,cornet,The sound of sub-great bass recorder is [MASK] than the sound of cornet,lower
sub-great bass recorder,trumpet,The sound of sub-great bass recorder is [MASK] than the sound of trumpet,lower
sub-great bass recorder,piccolo trumpet,The sound of sub-great bass recorder is [MASK] than the sound of piccolo trumpet,lower
sub-great bass recorder,timpani 32inch,The sound of sub-great bass recorder is [MASK] than the sound of timpani 32inch,higher
sub-great bass recorder,timpani 29inch,The sound of sub-great bass recorder is [MASK] than the sound of timpani 29inch,higher
sub-great bass recorder,timpani 26inch,The sound of sub-great bass recorder is [MASK] than the sound of timpani 26inch,higher
sub-great bass recorder,marimba,The sound of sub-great bass recorder is [MASK] than the sound of marimba,lower
